FIPS,,Age-Adjusted Death Rate,,,
55065,,35.5,,,
16021,,35.4,,,
19023,,35.4,,,
27129,,35.4,,,
48249,,35.4,,,
48477,,35.4,,,
19005,,35.3,,,
34035,,35.3,,,
37075,,35.3,,,
47127,,35.3,,,
8123,,35.2,,,
19147,,35.2,,,
27145,,35.2,,,
28037,,35.2,,,
39055,,35.2,,,
48489,,35.2,,,
38055,,35.1,,,
41067,,35.1,,,
8029,,35,,,
13117,,35,,,
48219,,35,,,
46109,,34.9,,,
49013,,34.9,,,
6049,,34.8,,,
34027,,34.8,,,
36059,,34.8,,,
48397,,34.8,,,
6079,,34.7,,,
34003,,34.7,,,
15007,,34.6,,,
19101,,34.6,,,
31157,,34.6,,,
1063,,34.5,,,
9001,,34.5,,,
36005,,34.5,,,
46023,,34.5,,,
48029,,34.5,,,
49007,,34.5,,,
55033,,34.5,,,
2110,,34.4,,,
6075,,34.4,,,
6031,,34.4,,,
20113,,34.4,,,
35047,,34.4,,,
38015,,34.4,,,
48143,,34.4,,,
6113,,34.3,,,
6061,,34.3,,,
6017,,34.3,,,
13219,,34.3,,,
51107,,34.2,,,
56029,,34.2,,,
13113,,34.1,,,
31081,,34.1,,,
31039,,34.1,,,
51003,,34.1,,,
27113,,34,,,
51095,,34,,,
19167,,33.9,,,
36119,,33.9,,,
48285,,33.9,,,
4009,,33.8,,,
13011,,33.8,,,
35013,,33.8,,,
46083,,33.8,,,
8005,,33.7,,,
30085,,33.7,,,
4021,,33.6,,,
18057,,33.6,,,
19047,,33.6,,,
19075,,33.5,,,
27101,,33.5,,,
37189,,33.5,,,
55019,,33.5,,,
6001,,33.4,,,
30029,,33.4,,,
36047,,33.4,,,
48043,,33.4,,,
15001,,33.3,,,
27147,,33.3,,,
41037,,33.3,,,
46051,,33.3,,,
48149,,33.3,,,
20145,,33.2,,,
30041,,33.2,,,
38077,,33.2,,,
48025,,33.2,,,
55061,,33.2,,,
31037,,33.1,,,
30081,,33,,,
48131,,33,,,
15003,,32.9,,,
18001,,32.9,,,
36087,,32.9,,,
46033,,32.9,,,
48463,,32.7,,,
6059,,32.6,,,
8021,,32.6,,,
48453,,32.6,,,
16005,,32.5,,,
55089,,32.5,,,
38089,,32.4,,,
53029,,32.4,,,
27109,,32.3,,,
31159,,32.2,,,
36061,,32.2,,,
26139,,32.1,,,
42093,,32,,,
16011,,31.9,,,
35027,,31.9,,,
48157,,31.9,,,
48013,,31.9,,,
48163,,31.9,,,
19157,,31.8,,,
46067,,31.8,,,
6053,,31.7,,,
16043,,31.7,,,
19017,,31.7,,,
53075,,31.7,,,
26089,,31.5,,,
6057,,31.4,,,
30057,,31.3,,,
48465,,31.3,,,
16051,,31.2,,,
31013,,31.2,,,
35001,,31.2,,,
6037,,31.1,,,
27091,,31.1,,,
48279,,31.1,,,
4017,,31,,,
8083,,31,,,
19091,,31,,,
4027,,30.9,,,
35043,,30.9,,,
19195,,30.7,,,
46005,,30.7,,,
46065,,30.7,,,
8015,,30.6,,,
27055,,30.6,,,
8003,,30.5,,,
8059,,30.5,,,
12021,,30.5,,,
6081,,30.4,,,
8075,,30.4,,,
36081,,30.4,,,
6111,,30.3,,,
27133,,30.3,,,
35039,,30.3,,,
35045,,30.1,,,
27045,,30,,,
35017,,30,,,
6069,,29.9,,,
12086,,29.9,,,
48287,,29.9,,,
53001,,29.9,,,
56019,,29.9,,,
8069,,29.8,,,
13093,,29.8,,,
41023,,29.8,,,
1011,,29.7,,,
6041,,29.7,,,
30095,,29.7,,,
20131,,29.6,,,
27023,,29.6,,,
48259,,29.5,,,
55119,,29.4,,,
6083,,29.3,,,
8089,,29.3,,,
56039,,29.1,,,
56001,,29.1,,,
31045,,28.9,,,
49045,,28.9,,,
24027,,28.8,,,
51830,,28.7,,,
15009,,28.6,,,
6087,,28.4,,,
19021,,28.4,,,
56037,,28.4,,,
30001,,28.3,,,
31185,,28.2,,,
31027,,28.2,,,
48031,,28.2,,,
16085,,27.8,,,
30031,,27.8,,,
6085,,27.6,,,
35055,,27.5,,,
6025,,27,,,
27063,,27,,,
16031,,26.9,,,
20115,,26.8,,,
56023,,26.8,,,
27105,,26.6,,,
20095,,26.5,,,
8119,,26.4,,,
51510,,26.4,,,
39075,,26.3,,,
51013,,26.3,,,
8045,,26.1,,,
19055,,25.7,,,
4005,,25.6,,,
51059,,25.6,,,
8093,,25.5,,,
16019,,25.4,,,
37029,,25.4,,,
48427,,25.4,,,
49057,,25.4,,,
35007,,25.3,,,
51610,,25.1,,,
24031,,25,,,
19131,,24.8,,,
35006,,24.7,,,
8067,,24.6,,,
19119,,24.4,,,
8013,,24.3,,,
8107,,24.3,,,
48141,,24.3,,,
49047,,24.3,,,
8035,,24,,,
48061,,24,,,
53055,,23.9,,,
48389,,23.6,,,
4023,,23.1,,,
48323,,23.1,,,
49051,,23.1,,,
35049,,23,,,
30067,,22.8,,,
8007,,22.7,,,
48215,,22.5,,,
49053,,22.5,,,
19191,,22.2,,,
49035,,22.1,,,
56041,,22.1,,,
8117,,21.6,,,
30009,,21.3,,,
49041,,21.3,,,
8105,,21,,,
48479,,20.7,,,
49021,,19.7,,,
49039,,18.8,,,
4001,,17.7,,,
49003,,17.6,,,
49011,,17.2,,,
35028,,15.8,,,
8037,,14.9,,,
49043,,14.4,,,
49049,,12.4,,,
35031,,11.6,,,
49005,,9.2,,,
16003,,*,,,
19003,,*,,,
38001,,*,,,
2013,,*,,,
2016,,*,,,
6003,,*,,,
48011,,*,,,
31005,,*,,,
19009,,*,,,
46003,,*,,,
8009,,*,,,
48017,,*,,,
13007,,*,,,
31007,,*,,,
16007,,*,,,
40007,,*,,,
49001,,*,,,
46007,,*,,,
38005,,*,,,
8011,,*,,,
30003,,*,,,
38007,,*,,,
16013,,*,,,
30005,,*,,,
31009,,*,,,
31011,,*,,,
48033,,*,,,
38011,,*,,,
31015,,*,,,
48045,,*,,,
2060,,*,,,
30007,,*,,,
48047,,*,,,
31017,,*,,,
46017,,*,,,
38013,,*,,,
16023,,*,,,
16025,,*,,,
42023,,*,,,
46021,,*,,,
16029,,*,,,
30011,,*,,,
35003,,*,,,
38019,,*,,,
20017,,*,,,
13053,,*,,,
8017,,*,,,
20023,,*,,,
30015,,*,,,
40025,,*,,,
16033,,*,,,
20025,,*,,,
46025,,*,,,
13061,,*,,,
8019,,*,,,
48079,,*,,,
48081,,*,,,
48087,,*,,,
20033,,*,,,
48095,,*,,,
27031,,*,,,
46031,,*,,,
8023,,*,,,
48101,,*,,,
48103,,*,,,
48105,,*,,,
8025,,*,,,
48109,,*,,,
8027,,*,,,
16037,,*,,,
49009,,*,,,
48111,,*,,,
30019,,*,,,
35011,,*,,,
20039,,*,,,
2068,,*,,,
31049,,*,,,
46041,,*,,,
48125,,*,,,
38021,,*,,,
2070,,*,,,
48127,,*,,,
38023,,*,,,
8033,,*,,,
46043,,*,,,
31057,,*,,,
38025,,*,,,
13101,,*,,,
38027,,*,,,
46045,,*,,,
20047,,*,,,
48137,,*,,,
49015,,*,,,
38029,,*,,,
32009,,*,,,
32011,,*,,,
30025,,*,,,
46049,,*,,,
48155,,*,,,
38031,,*,,,
16041,,*,,,
31061,,*,,,
31063,,*,,,
31065,,*,,,
31069,,*,,,
30033,,*,,,
31071,,*,,,
49017,,*,,,
53023,,*,,,
48169,,*,,,
41021,,*,,,
8047,,*,,,
13125,,*,,,
48173,,*,,,
30037,,*,,,
38033,,*,,,
31073,,*,,,
20063,,*,,,
20065,,*,,,
30039,,*,,,
20067,,*,,,
31075,,*,,,
38037,,*,,,
20069,,*,,,
20071,,*,,,
31077,,*,,,
35019,,*,,,
8051,,*,,,
46055,,*,,,
2100,,*,,,
48191,,*,,,
20075,,*,,,
46057,,*,,,
46059,,*,,,
48195,,*,,,
46061,,*,,,
48197,,*,,,
35021,,*,,,
46063,,*,,,
31083,,*,,,
40057,,*,,,
40059,,*,,,
48205,,*,,,
20081,,*,,,
31085,,*,,,
38041,,*,,,
35023,,*,,,
51091,,*,,,
8053,,*,,,
31087,,*,,,
20083,,*,,,
31091,,*,,,
48229,,*,,,
46069,,*,,,
48235,,*,,,
28055,,*,,,
8057,,*,,,
46071,,*,,,
48243,,*,,,
46073,,*,,,
48247,,*,,,
46075,,*,,,
49023,,*,,,
30045,,*,,,
15005,,*,,,
49025,,*,,,
48261,,*,,,
48263,,*,,,
26083,,*,,,
31103,,*,,,
38043,,*,,,
48269,,*,,,
48271,,*,,,
8061,,*,,,
20097,,*,,,
27069,,*,,,
48275,,*,,,
48283,,*,,,
38045,,*,,,
8065,,*,,,
2164,,*,,,
32015,,*,,,
20101,,*,,,
16061,,*,,,
51678,,*,,,
30051,,*,,,
16063,,*,,,
20105,,*,,,
32017,,*,,,
48295,,*,,,
20109,,*,,,
31113,,*,,,
38047,,*,,,
31115,,*,,,
48301,,*,,,
46085,,*,,,
16065,,*,,,
48317,,*,,,
48319,,*,,,
30055,,*,,,
38051,,*,,,
38053,,*,,,
48311,,*,,,
31117,,*,,,
46089,,*,,,
20119,,*,,,
30059,,*,,,
46095,,*,,,
48327,,*,,,
55078,,*,,,
49027,,*,,,
46097,,*,,,
8079,,*,,,
6051,,*,,,
46101,,*,,,
35033,,*,,,
49029,,*,,,
31123,,*,,,
20129,,*,,,
48345,,*,,,
31125,,*,,,
38063,,*,,,
20135,,*,,,
56027,,*,,,
2188,,*,,,
20137,,*,,,
51720,,*,,,
48359,,*,,,
38065,,*,,,
16071,,*,,,
20141,,*,,,
8091,,*,,,
48369,,*,,,
31133,,*,,,
31135,,*,,,
46105,,*,,,
30069,,*,,,
8095,,*,,,
38069,,*,,,
8097,,*,,,
49031,,*,,,
46107,,*,,,
30075,,*,,,
16077,,*,,,
30079,,*,,,
48377,,*,,,
2201,,*,,,
20153,,*,,,
48383,,*,,,
38075,,*,,,
49033,,*,,,
8103,,*,,,
48393,,*,,,
21201,,*,,,
31149,,*,,,
40129,,*,,,
20163,,*,,,
20165,,*,,,
8109,,*,,,
8111,,*,,,
49037,,*,,,
8113,,*,,,
46111,,*,,,
38081,,*,,,
48413,,*,,,
13249,,*,,,
20171,,*,,,
8115,,*,,,
48417,,*,,,
20179,,*,,,
31161,,*,,,
38083,,*,,,
41055,,*,,,
48421,,*,,,
6091,,*,,,
31165,,*,,,
38085,,*,,,
2232,,*,,,
38087,,*,,,
2240,,*,,,
20185,,*,,,
46117,,*,,,
20187,,*,,,
31167,,*,,,
38091,,*,,,
48431,,*,,,
20189,,*,,,
27149,,*,,,
48433,,*,,,
32029,,*,,,
56035,,*,,,
46119,,*,,,
48435,,*,,,
13265,,*,,,
48443,,*,,,
16081,,*,,,
31169,,*,,,
20193,,*,,,
31171,,*,,,
48447,,*,,,
38095,,*,,,
27155,,*,,,
30103,,*,,,
20195,,*,,,
46123,,*,,,
35059,,*,,,
30105,,*,,,
31175,,*,,,
20197,,*,,,
2270,,*,,,
53069,,*,,,
20199,,*,,,
8121,,*,,,
31179,,*,,,
49055,,*,,,
13307,,*,,,
30107,,*,,,
31183,,*,,,
41069,,*,,,
30109,,*,,,
20203,,*,,,
27167,,*,,,
29227,,*,,,
2282,,*,,,
2290,,*,,,
48505,,*,,,
48507,,*,,,
46137,,*,,,
