FIPS,,Age-Adjusted Death Rate,,,
48027,,54.1,,,
48237,,54.1,,,
1019,,54,,,
2090,,54,,,
13227,,54,,,
13199,,54,,,
16069,,54,,,
18085,,54,,,
24037,,54,,,
29167,,54,,,
37035,,54,,,
39147,,54,,,
42039,,54,,,
45091,,54,,,
51045,,54,,,
2170,,53.9,,,
13167,,53.9,,,
28021,,53.9,,,
36019,,53.9,,,
53015,,53.9,,,
12031,,53.8,,,
18089,,53.8,,,
19097,,53.8,,,
19099,,53.8,,,
26047,,53.8,,,
29199,,53.8,,,
29037,,53.8,,,
48199,,53.8,,,
51011,,53.8,,,
55129,,53.8,,,
13273,,53.7,,,
22079,,53.7,,,
29109,,53.7,,,
39019,,53.7,,,
46015,,53.7,,,
48097,,53.7,,,
51181,,53.7,,,
13091,,53.6,,,
18083,,53.6,,,
18171,,53.6,,,
20013,,53.6,,,
27089,,53.6,,,
48395,,53.6,,,
48051,,53.6,,,
51710,,53.6,,,
13297,,53.5,,,
24043,,53.5,,,
37065,,53.5,,,
39003,,53.5,,,
39049,,53.5,,,
39005,,53.5,,,
41049,,53.5,,,
22101,,53.4,,,
22071,,53.4,,,
24029,,53.4,,,
39099,,53.4,,,
41043,,53.4,,,
42025,,53.4,,,
48063,,53.4,,,
5019,,53.3,,,
20111,,53.3,,,
22093,,53.3,,,
33017,,53.3,,,
12047,,53.2,,,
17103,,53.2,,,
18033,,53.2,,,
19163,,53.2,,,
26021,,53.2,,,
29157,,53.2,,,
36121,,53.2,,,
37107,,53.2,,,
37181,,53.2,,,
38071,,53.2,,,
47157,,53.2,,,
48415,,53.2,,,
55085,,53.2,,,
10005,,53.1,,,
17147,,53.1,,,
30023,,53.1,,,
37199,,53.1,,,
37025,,53.1,,,
46113,,53.1,,,
51081,,53.1,,,
20059,,53,,,
20015,,53,,,
20077,,53,,,
26149,,53,,,
28075,,53,,,
31043,,53,,,
36065,,53,,,
40003,,53,,,
47175,,53,,,
48241,,53,,,
51085,,53,,,
51179,,53,,,
1099,,52.9,,,
12069,,52.9,,,
17107,,52.9,,,
18127,,52.9,,,
20027,,52.9,,,
37067,,52.9,,,
45071,,52.9,,,
48445,,52.9,,,
51177,,52.9,,,
12063,,52.8,,,
13185,,52.8,,,
17145,,52.8,,,
17007,,52.8,,,
26157,,52.8,,,
26027,,52.8,,,
28139,,52.8,,,
39097,,52.8,,,
42107,,52.8,,,
48501,,52.8,,,
48123,,52.8,,,
51680,,52.8,,,
53041,,52.8,,,
54069,,52.8,,,
5143,,52.7,,,
19173,,52.7,,,
22031,,52.7,,,
22069,,52.7,,,
22067,,52.7,,,
36123,,52.7,,,
39037,,52.7,,,
40001,,52.7,,,
42045,,52.7,,,
47105,,52.7,,,
48309,,52.7,,,
55059,,52.7,,,
1013,,52.6,,,
17177,,52.6,,,
17157,,52.6,,,
36029,,52.6,,,
37197,,52.6,,,
40143,,52.6,,,
44003,,52.6,,,
51069,,52.6,,,
55011,,52.6,,,
17095,,52.5,,,
37077,,52.5,,,
45007,,52.5,,,
6105,,52.4,,,
17161,,52.4,,,
18067,,52.4,,,
19177,,52.4,,,
29213,,52.4,,,
36067,,52.4,,,
36091,,52.4,,,
37083,,52.4,,,
42097,,52.4,,,
51135,,52.4,,,
20073,,52.3,,,
22051,,52.3,,,
26107,,52.3,,,
39153,,52.3,,,
39029,,52.3,,,
48049,,52.3,,,
51133,,52.3,,,
51193,,52.3,,,
54017,,52.3,,,
13255,,52.2,,,
18141,,52.2,,,
20001,,52.2,,,
21067,,52.2,,,
26099,,52.2,,,
28103,,52.2,,,
37097,,52.2,,,
41007,,52.2,,,
55081,,52.2,,,
17171,,52.1,,,
18183,,52.1,,,
29195,,52.1,,,
36017,,52.1,,,
37009,,52.1,,,
42073,,52.1,,,
45057,,52.1,,,
46099,,52.1,,,
47113,,52.1,,,
5125,,52,,,
17075,,52,,,
22055,,52,,,
28061,,52,,,
36077,,52,,,
42087,,52,,,
55079,,52,,,
1091,,51.9,,,
13223,,51.9,,,
17111,,51.9,,,
19077,,51.9,,,
21239,,51.9,,,
39151,,51.9,,,
51840,,51.9,,,
18009,,51.8,,,
20169,,51.8,,,
28085,,51.8,,,
31053,,51.8,,,
32510,,51.8,,,
36049,,51.8,,,
37109,,51.8,,,
37001,,51.8,,,
40119,,51.8,,,
40047,,51.8,,,
42125,,51.8,,,
47165,,51.8,,,
48239,,51.8,,,
48403,,51.8,,,
51145,,51.8,,,
51550,,51.8,,,
51009,,51.8,,,
1093,,51.7,,,
13215,,51.7,,,
29161,,51.7,,,
31107,,51.7,,,
31147,,51.7,,,
33019,,51.7,,,
39105,,51.7,,,
41065,,51.7,,,
48411,,51.7,,,
13033,,51.6,,,
20181,,51.6,,,
21185,,51.6,,,
22075,,51.6,,,
28145,,51.6,,,
36105,,51.6,,,
48401,,51.6,,,
53053,,51.6,,,
54037,,51.6,,,
1073,,51.5,,,
12039,,51.5,,,
19087,,51.5,,,
19193,,51.5,,,
19189,,51.5,,,
22103,,51.5,,,
42131,,51.5,,,
45077,,51.5,,,
48387,,51.5,,,
12055,,51.4,,,
20155,,51.4,,,
26101,,51.4,,,
48159,,51.4,,,
55037,,51.4,,,
5049,,51.3,,,
6035,,51.3,,,
13321,,51.3,,,
18147,,51.3,,,
20127,,51.3,,,
26017,,51.3,,,
29053,,51.3,,,
29077,,51.3,,,
40149,,51.3,,,
42003,,51.3,,,
50021,,51.3,,,
12061,,51.2,,,
13309,,51.2,,,
35037,,51.2,,,
36001,,51.2,,,
38093,,51.2,,,
53009,,51.2,,,
53003,,51.2,,,
13027,,51.1,,,
13147,,51.1,,,
20005,,51.1,,,
26067,,51.1,,,
28005,,51.1,,,
37017,,51.1,,,
37141,,51.1,,,
37003,,51.1,,,
39035,,51.1,,,
47089,,51.1,,,
1119,,51,,,
16045,,51,,,
31055,,51,,,
39013,,51,,,
42081,,51,,,
46027,,51,,,
51775,,51,,,
13127,,50.9,,,
36009,,50.9,,,
51820,,50.9,,,
17001,,50.8,,,
19137,,50.8,,,
27021,,50.8,,,
27035,,50.8,,,
41015,,50.8,,,
44007,,50.8,,,
48119,,50.8,,,
51103,,50.8,,,
29139,,50.7,,,
34011,,50.7,,,
36057,,50.7,,,
36003,,50.7,,,
45039,,50.7,,,
54083,,50.7,,,
55137,,50.7,,,
55053,,50.7,,,
12103,,50.6,,,
13285,,50.6,,,
13299,,50.6,,,
20003,,50.6,,,
21187,,50.6,,,
28071,,50.6,,,
42085,,50.6,,,
18063,,50.5,,,
18069,,50.5,,,
19045,,50.5,,,
26103,,50.5,,,
26145,,50.5,,,
30027,,50.5,,,
45035,,50.5,,,
48075,,50.5,,,
55051,,50.5,,,
1089,,50.4,,,
5097,,50.4,,,
17011,,50.4,,,
31025,,50.4,,,
36045,,50.4,,,
41001,,50.4,,,
45047,,50.4,,,
46009,,50.4,,,
48135,,50.4,,,
54051,,50.4,,,
55135,,50.4,,,
55067,,50.4,,,
10003,,50.3,,,
17197,,50.3,,,
20173,,50.3,,,
30013,,50.3,,,
37043,,50.3,,,
40083,,50.3,,,
47149,,50.3,,,
56017,,50.3,,,
13037,,50.2,,,
17137,,50.2,,,
19011,,50.2,,,
37033,,50.2,,,
42083,,50.2,,,
42015,,50.2,,,
48139,,50.2,,,
55075,,50.2,,,
2122,,50.1,,,
12105,,50.1,,,
17109,,50.1,,,
18081,,50.1,,,
19145,,50.1,,,
24003,,50.1,,,
25027,,50.1,,,
29107,,50.1,,,
30043,,50.1,,,
31095,,50.1,,,
37099,,50.1,,,
45005,,50.1,,,
13187,,50,,,
26071,,50,,,
29183,,50,,,
29041,,50,,,
29209,,50,,,
40045,,50,,,
55111,,50,,,
1101,,49.9,,,
6103,,49.9,,,
20191,,49.9,,,
20177,,49.9,,,
24025,,49.9,,,
31105,,49.9,,,
31153,,49.9,,,
40005,,49.9,,,
48313,,49.9,,,
28045,,49.8,,,
31151,,49.8,,,
42075,,49.8,,,
48245,,49.8,,,
48399,,49.8,,,
12035,,49.7,,,
17105,,49.7,,,
18105,,49.7,,,
20133,,49.7,,,
40017,,49.7,,,
40027,,49.7,,,
42007,,49.7,,,
54093,,49.7,,,
25005,,49.6,,,
25023,,49.6,,,
45081,,49.6,,,
47065,,49.6,,,
51083,,49.6,,,
53043,,49.6,,,
25013,,49.5,,,
36011,,49.5,,,
13049,,49.4,,,
13303,,49.4,,,
24009,,49.4,,,
30021,,49.4,,,
33015,,49.4,,,
36093,,49.4,,,
36013,,49.4,,,
37015,,49.4,,,
37123,,49.4,,,
39165,,49.4,,,
45063,,49.4,,,
47047,,49.4,,,
13137,,49.3,,,
13039,,49.3,,,
19127,,49.3,,,
23023,,49.3,,,
26109,,49.3,,,
45079,,49.3,,,
5031,,49.2,,,
13211,,49.2,,,
23013,,49.2,,,
40131,,49.2,,,
12049,,49.1,,,
13047,,49.1,,,
19129,,49.1,,,
29011,,49.1,,,
42057,,49.1,,,
48495,,49.1,,,
51630,,49.1,,,
20157,,49,,,
29225,,49,,,
35051,,49,,,
37011,,49,,,
45085,,49,,,
48161,,49,,,
48223,,49,,,
51149,,49,,,
6011,,48.9,,,
12111,,48.9,,,
16073,,48.9,,,
18161,,48.9,,,
23005,,48.9,,,
30017,,48.9,,,
34007,,48.9,,,
38061,,48.9,,,
42019,,48.9,,,
26091,,48.8,,,
45045,,48.8,,,
55041,,48.8,,,
27017,,48.7,,,
29147,,48.7,,,
30101,,48.7,,,
37129,,48.7,,,
40103,,48.7,,,
42049,,48.7,,,
50009,,48.7,,,
6089,,48.6,,,
12001,,48.6,,,
13261,,48.6,,,
18051,,48.6,,,
18039,,48.6,,,
26023,,48.6,,,
27157,,48.6,,,
40011,,48.6,,,
53013,,48.6,,,
54025,,48.6,,,
55007,,48.6,,,
37125,,48.5,,,
42129,,48.5,,,
46091,,48.5,,,
47023,,48.5,,,
48253,,48.5,,,
50019,,48.5,,,
5065,,48.4,,,
19181,,48.4,,,
19139,,48.4,,,
20029,,48.4,,,
26003,,48.4,,,
27003,,48.4,,,
32013,,48.4,,,
37091,,48.4,,,
39063,,48.4,,,
40085,,48.4,,,
12057,,48.3,,,
17053,,48.3,,,
19085,,48.3,,,
20103,,48.3,,,
23031,,48.3,,,
23007,,48.3,,,
26045,,48.3,,,
27029,,48.3,,,
28069,,48.3,,,
36069,,48.3,,,
36111,,48.3,,,
37059,,48.3,,,
37081,,48.3,,,
42123,,48.3,,,
42127,,48.3,,,
46035,,48.3,,,
48005,,48.3,,,
51141,,48.3,,,
55017,,48.3,,,
17131,,48.2,,,
37143,,48.2,,,
39171,,48.2,,,
39069,,48.2,,,
48321,,48.2,,,
51101,,48.2,,,
51800,,48.2,,,
51660,,48.2,,,
51197,,48.2,,,
27161,,48.1,,,
32003,,48.1,,,
34033,,48.1,,,
53067,,48.1,,,
55125,,48.1,,,
1003,,48,,,
6093,,48,,,
6101,,48,,,
31143,,48,,,
37061,,48,,,
37147,,48,,,
39083,,48,,,
45075,,48,,,
53011,,48,,,
54079,,48,,,
22041,,47.9,,,
24013,,47.9,,,
25003,,47.9,,,
34001,,47.9,,,
48175,,47.9,,,
48221,,47.9,,,
12051,,47.8,,,
17013,,47.8,,,
21211,,47.8,,,
24005,,47.8,,,
48423,,47.8,,,
5015,,47.7,,,
20087,,47.7,,,
26041,,47.7,,,
27135,,47.7,,,
34029,,47.7,,,
37087,,47.7,,,
41035,,47.7,,,
19113,,47.6,,,
26151,,47.6,,,
31099,,47.6,,,
36035,,47.6,,,
48003,,47.6,,,
48039,,47.6,,,
50023,,47.6,,,
51115,,47.6,,,
51093,,47.6,,,
51620,,47.6,,,
51175,,47.6,,,
51041,,47.6,,,
56011,,47.6,,,
9015,,47.5,,,
20011,,47.5,,,
26077,,47.5,,,
41051,,47.5,,,
42069,,47.5,,,
54021,,47.5,,,
55101,,47.5,,,
13077,,47.4,,,
17015,,47.4,,,
19081,,47.4,,,
19015,,47.4,,,
29029,,47.4,,,
48225,,47.4,,,
55069,,47.4,,,
1041,,47.3,,,
1117,,47.3,,,
2020,,47.3,,,
13009,,47.3,,,
13311,,47.3,,,
1109,,47.2,,,
6005,,47.2,,,
17077,,47.2,,,
18157,,47.2,,,
19143,,47.2,,,
27061,,47.2,,,
29019,,47.2,,,
31033,,47.2,,,
37117,,47.2,,,
51570,,47.2,,,
53063,,47.2,,,
53077,,47.2,,,
55083,,47.2,,,
23009,,47.1,,,
24035,,47.1,,,
24017,,47.1,,,
39161,,47.1,,,
48331,,47.1,,,
51113,,47.1,,,
53047,,47.1,,,
53057,,47.1,,,
55121,,47.1,,,
55005,,47.1,,,
5007,,47,,,
17005,,47,,,
26009,,47,,,
27071,,47,,,
27137,,47,,,
37115,,47,,,
37021,,47,,,
48339,,47,,,
51031,,47,,,
55099,,47,,,
8073,,46.9,,,
17173,,46.9,,,
19083,,46.9,,,
22033,,46.9,,,
27117,,46.9,,,
28121,,46.9,,,
46103,,46.9,,,
48227,,46.9,,,
48151,,46.9,,,
48375,,46.9,,,
46039,,46.8,,,
48441,,46.8,,,
51810,,46.8,,,
13057,,46.7,,,
13151,,46.7,,,
13179,,46.7,,,
18151,,46.7,,,
18173,,46.7,,,
19061,,46.7,,,
28157,,46.7,,,
29067,,46.7,,,
31131,,46.7,,,
36031,,46.7,,,
13111,,46.6,,,
17009,,46.6,,,
19133,,46.6,,,
26005,,46.6,,,
26097,,46.6,,,
29135,,46.6,,,
31097,,46.6,,,
31089,,46.6,,,
33013,,46.6,,,
36099,,46.6,,,
37063,,46.6,,,
48471,,46.6,,,
17175,,46.5,,,
18169,,46.5,,,
26043,,46.5,,,
27165,,46.5,,,
31145,,46.5,,,
36071,,46.5,,,
37179,,46.5,,,
38105,,46.5,,,
51025,,46.5,,,
20143,,46.4,,,
28049,,46.4,,,
36055,,46.4,,,
42005,,46.4,,,
13241,,46.3,,,
24023,,46.3,,,
26127,,46.3,,,
36025,,46.3,,,
48057,,46.3,,,
17037,,46.2,,,
17041,,46.2,,,
20151,,46.2,,,
31139,,46.2,,,
31155,,46.2,,,
36107,,46.2,,,
46115,,46.2,,,
48265,,46.2,,,
51087,,46.2,,,
55127,,46.2,,,
17139,,46.1,,,
27005,,46.1,,,
27057,,46.1,,,
28009,,46.1,,,
32033,,46.1,,,
33011,,46.1,,,
42079,,46.1,,,
48341,,46.1,,,
6007,,46,,,
17149,,46,,,
19187,,46,,,
42133,,46,,,
50003,,46,,,
54063,,46,,,
22061,,45.9,,,
28041,,45.9,,,
29189,,45.9,,,
29043,,45.9,,,
31181,,45.9,,,
39103,,45.9,,,
41047,,45.9,,,
42113,,45.9,,,
44009,,45.9,,,
48055,,45.9,,,
48009,,45.9,,,
51015,,45.9,,,
13145,,45.8,,,
17141,,45.8,,,
17203,,45.8,,,
36113,,45.8,,,
36051,,45.8,,,
54077,,45.8,,,
55023,,45.8,,,
13315,,45.7,,,
24001,,45.7,,,
38103,,45.7,,,
42061,,45.7,,,
45019,,45.7,,,
48305,,45.7,,,
48053,,45.7,,,
50027,,45.7,,,
51147,,45.7,,,
55021,,45.7,,,
13139,,45.6,,,
13271,,45.6,,,
25025,,45.6,,,
27143,,45.6,,,
27077,,45.6,,,
34041,,45.6,,,
36085,,45.6,,,
41029,,45.6,,,
42033,,45.6,,,
50001,,45.6,,,
55027,,45.6,,,
12087,,45.5,,,
13063,,45.5,,,
20009,,45.5,,,
42095,,45.5,,,
46077,,45.5,,,
20123,,45.4,,,
26063,,45.4,,,
27115,,45.4,,,
30089,,45.4,,,
30049,,45.4,,,
33005,,45.4,,,
37187,,45.4,,,
12015,,45.3,,,
19069,,45.3,,,
19063,,45.3,,,
29051,,45.3,,,
39051,,45.3,,,
39157,,45.3,,,
41039,,45.3,,,
48297,,45.3,,,
48233,,45.3,,,
13159,,45.2,,,
17049,,45.2,,,
20161,,45.2,,,
34037,,45.2,,,
36079,,45.2,,,
38059,,45.2,,,
46029,,45.2,,,
55117,,45.2,,,
18099,,45.1,,,
26029,,45.1,,,
40151,,45.1,,,
41059,,45.1,,,
42031,,45.1,,,
42043,,45.1,,,
51917,,45.1,,,
53039,,45.1,,,
12027,,45,,,
27131,,45,,,
27059,,45,,,
30111,,45,,,
31129,,45,,,
31001,,45,,,
39173,,45,,,
48449,,45,,,
48065,,45,,,
53061,,45,,,
9009,,44.9,,,
19115,,44.9,,,
27025,,44.9,,,
31121,,44.9,,,
46093,,44.9,,,
48153,,44.9,,,
55115,,44.9,,,
6077,,44.8,,,
12065,,44.8,,,
17085,,44.8,,,
18003,,44.8,,,
28031,,44.8,,,
42055,,44.8,,,
46013,,44.8,,,
53005,,44.8,,,
17031,,44.7,,,
17113,,44.7,,,
40009,,44.7,,,
41071,,44.7,,,
55139,,44.7,,,
55095,,44.7,,,
50013,,44.6,,,
13221,,44.5,,,
19117,,44.5,,,
42117,,44.5,,,
48425,,44.5,,,
51159,,44.5,,,
53025,,44.5,,,
13051,,44.4,,,
19027,,44.4,,,
36095,,44.4,,,
48439,,44.4,,,
53037,,44.4,,,
6095,,44.3,,,
39169,,44.3,,,
51075,,44.3,,,
9007,,44.2,,,
22027,,44.2,,,
26093,,44.2,,,
27119,,44.2,,,
29165,,44.2,,,
31111,,44.2,,,
34005,,44.2,,,
36043,,44.2,,,
38101,,44.2,,,
39149,,44.2,,,
51735,,44.2,,,
22077,,44.1,,,
29137,,44.1,,,
39041,,44.1,,,
49019,,44.1,,,
1085,,44,,,
17123,,44,,,
19037,,44,,,
30093,,44,,,
30077,,44,,,
36027,,44,,,
41057,,44,,,
45003,,44,,,
46127,,44,,,
51079,,44,,,
1025,,43.9,,,
17027,,43.9,,,
26061,,43.9,,,
42017,,43.9,,,
42013,,43.9,,,
50015,,43.9,,,
4007,,43.8,,,
6021,,43.8,,,
13073,,43.8,,,
23015,,43.8,,,
26015,,43.8,,,
27139,,43.8,,,
27159,,43.8,,,
36103,,43.8,,,
53059,,43.8,,,
16047,,43.7,,,
16017,,43.7,,,
17089,,43.7,,,
17051,,43.7,,,
27127,,43.7,,,
27075,,43.7,,,
42037,,43.7,,,
42021,,43.7,,,
17133,,43.6,,,
18159,,43.6,,,
19125,,43.6,,,
46037,,43.6,,,
55103,,43.6,,,
8055,,43.5,,,
13291,,43.5,,,
37089,,43.5,,,
39057,,43.5,,,
46135,,43.5,,,
48145,,43.5,,,
48487,,43.5,,,
53031,,43.5,,,
55123,,43.5,,,
56045,,43.5,,,
17189,,43.4,,,
51067,,43.4,,,
6043,,43.3,,,
9011,,43.3,,,
25009,,43.3,,,
41025,,43.3,,,
48165,,43.3,,,
27141,,43.2,,,
31093,,43.2,,,
35035,,43.2,,,
41005,,43.2,,,
41031,,43.2,,,
42115,,43.2,,,
48185,,43.2,,,
54061,,43.2,,,
12119,,43.1,,,
13269,,43.1,,,
20035,,43.1,,,
27043,,43.1,,,
29001,,43.1,,,
29087,,43.1,,,
30083,,43.1,,,
48189,,43.1,,,
55063,,43.1,,,
55035,,43.1,,,
1023,,43,,,
27123,,43,,,
42067,,43,,,
53035,,43,,,
18179,,42.9,,,
28105,,42.9,,,
33003,,42.9,,,
46129,,42.9,,,
48019,,42.9,,,
54001,,42.9,,,
20053,,42.8,,,
25021,,42.8,,,
34025,,42.8,,,
37135,,42.8,,,
38099,,42.8,,,
48113,,42.8,,,
50007,,42.8,,,
6023,,42.7,,,
20201,,42.7,,,
25019,,42.7,,,
27173,,42.7,,,
27027,,42.7,,,
40093,,42.7,,,
48091,,42.7,,,
51161,,42.7,,,
53065,,42.7,,,
6067,,42.6,,,
36109,,42.6,,,
38035,,42.6,,,
25017,,42.5,,,
27171,,42.5,,,
8077,,42.4,,,
17019,,42.4,,,
22023,,42.4,,,
12109,,42.3,,,
19001,,42.3,,,
42011,,42.3,,,
48299,,42.3,,,
56021,,42.3,,,
25007,,42.2,,,
31041,,42.2,,,
37137,,42.2,,,
44005,,42.2,,,
53073,,42.2,,,
6099,,42.1,,,
6045,,42.1,,,
12095,,42.1,,,
28019,,42.1,,,
36007,,42.1,,,
51037,,42.1,,,
12073,,42,,,
16083,,42,,,
27111,,42,,,
30063,,42,,,
51685,,42,,,
56033,,42,,,
12115,,41.9,,,
31035,,41.9,,,
35061,,41.9,,,
37119,,41.9,,,
48329,,41.9,,,
48193,,41.9,,,
51023,,41.9,,,
4011,,41.8,,,
9013,,41.8,,,
37055,,41.8,,,
38003,,41.8,,,
45065,,41.8,,,
50025,,41.8,,,
55039,,41.8,,,
12081,,41.7,,,
19093,,41.7,,,
19033,,41.7,,,
28073,,41.7,,,
32031,,41.7,,,
38049,,41.7,,,
41061,,41.7,,,
48117,,41.7,,,
51121,,41.7,,,
13141,,41.6,,,
13059,,41.6,,,
26065,,41.6,,,
27015,,41.6,,,
31109,,41.6,,,
38097,,41.6,,,
41013,,41.6,,,
48187,,41.6,,,
51017,,41.6,,,
53071,,41.6,,,
55009,,41.6,,,
56007,,41.6,,,
12117,,41.5,,,
12043,,41.5,,,
18087,,41.5,,,
19041,,41.5,,,
25001,,41.5,,,
29151,,41.5,,,
41045,,41.5,,,
42001,,41.5,,,
48451,,41.5,,,
56025,,41.5,,,
6029,,41.4,,,
19109,,41.4,,,
20079,,41.4,,,
27051,,41.4,,,
42065,,41.4,,,
8043,,41.3,,,
18129,,41.3,,,
19059,,41.3,,,
22065,,41.3,,,
26081,,41.3,,,
27007,,41.3,,,
45053,,41.3,,,
51061,,41.3,,,
8087,,41.2,,,
16055,,41.2,,,
19185,,41.2,,,
19159,,41.2,,,
20045,,41.2,,,
20057,,41.2,,,
27049,,41.2,,,
42009,,41.2,,,
42103,,41.2,,,
51157,,41.2,,,
55029,,41.2,,,
55045,,41.2,,,
1087,,41.1,,,
6047,,41.1,,,
48255,,41.1,,,
48333,,41.1,,,
13207,,41,,,
19169,,41,,,
19079,,41,,,
20121,,41,,,
26125,,41,,,
35029,,41,,,
42077,,41,,,
48015,,41,,,
13243,,40.9,,,
29121,,40.9,,,
32005,,40.9,,,
35005,,40.9,,,
41027,,40.9,,,
51153,,40.9,,,
16027,,40.8,,,
26055,,40.8,,,
27037,,40.8,,,
31141,,40.8,,,
35025,,40.8,,,
37149,,40.8,,,
48307,,40.8,,,
6107,,40.7,,,
16035,,40.7,,,
27093,,40.7,,,
29149,,40.7,,,
55047,,40.7,,,
6055,,40.6,,,
11001,,40.6,,,
16059,,40.6,,,
19095,,40.6,,,
19031,,40.6,,,
19149,,40.6,,,
24021,,40.6,,,
31059,,40.6,,,
31067,,40.6,,,
56009,,40.6,,,
12085,,40.5,,,
19053,,40.5,,,
31119,,40.5,,,
56015,,40.5,,,
9003,,40.4,,,
19121,,40.4,,,
19025,,40.4,,,
27085,,40.4,,,
30073,,40.4,,,
31177,,40.4,,,
35057,,40.4,,,
42091,,40.4,,,
48177,,40.4,,,
54023,,40.4,,,
8085,,40.3,,,
8125,,40.3,,,
13067,,40.3,,,
13247,,40.3,,,
16075,,40.3,,,
18037,,40.3,,,
19197,,40.3,,,
26111,,40.3,,,
27001,,40.3,,,
48201,,40.3,,,
51600,,40.3,,,
55141,,40.3,,,
6009,,40.2,,,
19065,,40.2,,,
20055,,40.2,,,
27163,,40.2,,,
27067,,40.2,,,
56003,,40.2,,,
17097,,40.1,,,
45037,,40.1,,,
24041,,40,,,
24033,,40,,,
27039,,40,,,
42041,,40,,,
45017,,40,,,
56031,,40,,,
12071,,39.9,,,
20167,,39.9,,,
25015,,39.9,,,
29089,,39.9,,,
32007,,39.9,,,
40139,,39.9,,,
18015,,39.8,,,
39107,,39.8,,,
55133,,39.8,,,
31003,,39.7,,,
55043,,39.7,,,
2220,,39.6,,,
19183,,39.6,,,
20091,,39.6,,,
27097,,39.6,,,
27013,,39.6,,,
29205,,39.6,,,
55087,,39.6,,,
13191,,39.5,,,
30087,,39.5,,,
48469,,39.5,,,
48371,,39.5,,,
55131,,39.5,,,
22081,,39.4,,,
42029,,39.4,,,
51065,,39.4,,,
54031,,39.4,,,
17093,,39.3,,,
19141,,39.3,,,
19171,,39.3,,,
26161,,39.3,,,
27121,,39.3,,,
34031,,39.3,,,
48303,,39.3,,,
20149,,39.2,,,
27047,,39.2,,,
41003,,39.2,,,
48481,,39.2,,,
51165,,39.2,,,
13123,,39.1,,,
31137,,39.1,,,
6071,,39,,,
8001,,39,,,
45013,,39,,,
26037,,38.9,,,
31079,,38.9,,,
13253,,38.8,,,
27009,,38.8,,,
27019,,38.8,,,
37183,,38.8,,,
44001,,38.8,,,
51683,,38.8,,,
51063,,38.8,,,
55025,,38.8,,,
9005,,38.7,,,
12011,,38.7,,,
17043,,38.7,,,
55055,,38.7,,,
27107,,38.6,,,
33009,,38.6,,,
53017,,38.6,,,
55097,,38.6,,,
56013,,38.6,,,
8049,,38.5,,,
27099,,38.5,,,
37037,,38.5,,,
42071,,38.5,,,
53021,,38.5,,,
6097,,38.4,,,
27033,,38.4,,,
29063,,38.4,,,
55071,,38.4,,,
13121,,38.3,,,
16015,,38.3,,,
35015,,38.3,,,
41053,,38.3,,,
53007,,38.3,,,
34021,,38.2,,,
42109,,38.2,,,
48107,,38.2,,,
56043,,38.2,,,
4025,,38.1,,,
12097,,38.1,,,
16067,,38.1,,,
27041,,38.1,,,
48355,,38.1,,,
48381,,38.1,,,
55091,,38.1,,,
27079,,38,,,
27153,,38,,,
29073,,38,,,
27073,,37.9,,,
29003,,37.9,,,
31101,,37.9,,,
42027,,37.9,,,
46011,,37.9,,,
55109,,37.9,,,
8014,,37.8,,,
13235,,37.8,,,
13089,,37.8,,,
27169,,37.8,,,
34019,,37.8,,,
38009,,37.8,,,
53019,,37.8,,,
4012,,37.7,,,
19161,,37.7,,,
20051,,37.7,,,
41017,,37.7,,,
55073,,37.7,,,
6109,,37.6,,,
16001,,37.6,,,
20117,,37.5,,,
27083,,37.5,,,
39121,,37.5,,,
46081,,37.5,,,
48171,,37.5,,,
30047,,37.4,,,
31127,,37.4,,,
48121,,37.4,,,
4019,,37.3,,,
8071,,37.3,,,
8081,,37.3,,,
12099,,37.3,,,
13133,,37.3,,,
13135,,37.3,,,
38017,,37.3,,,
55015,,37.3,,,
4013,,37.2,,,
16057,,37.2,,,
35041,,37.2,,,
37175,,37.2,,,
48041,,37.2,,,
55049,,37.2,,,
6065,,37.1,,,
19043,,37.1,,,
20175,,37.1,,,
34013,,37.1,,,
40153,,37.1,,,
42111,,37.1,,,
48115,,37.1,,,
51163,,37.1,,,
4003,,37,,,
6039,,37,,,
19165,,37,,,
34023,,37,,,
51199,,37,,,
19051,,36.9,,,
27065,,36.9,,,
31023,,36.9,,,
31047,,36.9,,,
48473,,36.9,,,
8101,,36.8,,,
38057,,36.8,,,
42063,,36.8,,,
42119,,36.8,,,
48273,,36.8,,,
51640,,36.8,,,
19103,,36.7,,,
19049,,36.7,,,
35009,,36.7,,,
39137,,36.7,,,
48085,,36.7,,,
48437,,36.7,,,
55093,,36.7,,,
19105,,36.6,,,
48325,,36.6,,,
6027,,36.5,,,
6063,,36.5,,,
8039,,36.5,,,
20205,,36.5,,,
34017,,36.5,,,
47187,,36.5,,,
54089,,36.5,,,
31031,,36.4,,,
53033,,36.4,,,
16049,,36.3,,,
19035,,36.3,,,
25011,,36.3,,,
6019,,36.2,,,
8031,,36.2,,,
27081,,36.2,,,
6013,,36.1,,,
48209,,36.1,,,
6073,,36,,,
8063,,36,,,
31019,,36,,,
35053,,35.9,,,
48493,,35.9,,,
16053,,35.8,,,
34039,,35.8,,,
8041,,35.7,,,
19089,,35.7,,,
27053,,35.7,,,
40141,,35.7,,,
46125,,35.7,,,
46079,,35.6,,,
54071,,35.6,,,
19151,,35.5,,,
27103,,35.5,,,
31051,,35.5,,,
41063,,35.5,,,
48491,,35.5,,,
48069,,35.5,,,
